0.4070233, 945.0078, -297.2693, -29.44292, -0.298725, 0.05260587, -0.02925989, 0.2148027, 0.214867, 0.2393241, 0.2394089
0.508029, 944.2131, -297.1283, -29.39544, -0.2988289, 0.05268262, -0.02925837, 0.2131618, 0.2133167, 0.239528, 0.2397361
0.6080347, 943.5707, -297.0133, -29.35755, -0.2989116, 0.05274665, -0.02925714, 0.2210784, 0.2205074, 0.2390317, 0.2383216
0.7080405, 942.7739, -296.8694, -29.31118, -0.2990119, 0.05282997, -0.02925554, 0.2126929, 0.212815, 0.2397078, 0.2398728
0.8080462, 941.9767, -296.7245, -29.26542, -0.2991132, 0.05290949, -0.02925405, 0.2127004, 0.2127888, 0.2397778, 0.2398973
0.9080519, 941.2975, -296.6002, -29.22693, -0.2991981, 0.05297992, -0.02925275, 0.2190994, 0.2186208, 0.2393429, 0.2387352
1.013058, 940.4242, -296.4394, -29.17809, -0.2993056, 0.05307381, -0.02925102, 0.2109636, 0.2111411, 0.2400488, 0.2402934
1.113064, 939.56, -296.2794, -29.13041, -0.2994132, 0.05316266, -0.02924941, 0.2093368, 0.2096177, 0.2402529, 0.2406467
1.213069, 938.7301, -296.1251, -29.08524, -0.2995141, 0.05325378, -0.02924778, 0.2111198, 0.2112425, 0.2401602, 0.2403292
1.313075, 938.0745, -296.0026, -29.04996, -0.2995944, 0.05332365, -0.02924654, 0.220527, 0.2198463, 0.2394287, 0.2385753
1.413081, 937.2125, -295.8412, -29.00409, -0.2997004, 0.05341441, -0.02924494, 0.209525, 0.2097454, 0.2404034, 0.2407123
1.513087, 936.3995, -295.6884, -28.96135, -0.2997977, 0.05350716, -0.02924332, 0.2120728, 0.2120757, 0.2402273, 0.2402312
1.613092, 935.5692, -295.5319, -28.9182, -0.299899, 0.05359644, -0.02924178, 0.2112049, 0.2112668, 0.2403506, 0.240436
1.713098, 934.7509, -295.3772, -28.87615, -0.2999974, 0.05368841, -0.02924019, 0.2118463, 0.2118487, 0.240337, 0.2403402
1.813104, 933.8997, -295.2161, -28.83288, -0.3001008, 0.05378122, -0.02923861, 0.2101836, 0.2103112, 0.2405324, 0.2407103
1.91411, 933.0367, -295.0525, -28.7895, -0.3002044, 0.0538794, -0.02923693, 0.2100485, 0.210185, 0.2405854, 0.240776
2.016115, 932.3136, -294.9151, -28.75348, -0.3002913, 0.05396166, -0.02923554, 0.2177449, 0.2172526, 0.23991, 0.2392742
2.117121, 931.4503, -294.7509, -28.71089, -0.3003961, 0.05405749, -0.02923392, 0.2100766, 0.2102023, 0.2406547, 0.2408303
2.220127, 930.5988, -294.5888, -28.66929, -0.300498, 0.05415678, -0.02923226, 0.2115358, 0.2115462, 0.2405476, 0.2405619
2.322133, 929.7118, -294.4198, -28.62639, -0.3006059, 0.05425578, -0.0292306, 0.209374, 0.2095532, 0.2407923, 0.2410446
2.424139, 928.8558, -294.2567, -28.58539, -0.300708, 0.05435817, -0.0292289, 0.2109438, 0.211005, 0.2406669, 0.2407517
2.525144, 928.0162, -294.0966, -28.54552, -0.3008102, 0.05445347, -0.02922732, 0.2113752, 0.2114037, 0.2406517, 0.240691
2.62515, 927.1814, -293.9374, -28.50622, -0.3009105, 0.05455302, -0.02922567, 0.2112191, 0.2112643, 0.2406938, 0.2407563
2.727156, 926.4966, -293.8068, -28.47422, -0.300994, 0.0546318, -0.02922437, 0.2199893, 0.2193188, 0.2398739, 0.239026
2.828162, 925.6262, -293.6408, -28.43386, -0.3011004, 0.05473202, -0.02922272, 0.2098799, 0.2100401, 0.240874, 0.2410985
2.929168, 924.7253, -293.4711, -28.39267, -0.3012109, 0.05484417, -0.02922087, 0.2083836, 0.2087328, 0.241019, 0.2415163
3.031173, 923.9755, -293.339, -28.36024, -0.3013145, 0.05494005, -0.0292193, 0.2165743, 0.2165839, 0.240108, 0.2401206
3.132179, 923.3116, -293.2321, -28.3343, -0.3014142, 0.05504096, -0.02921763, 0.2209207, 0.2209154, 0.2396544, 0.2396477
3.234185, 922.7171, -293.1472, -28.31451, -0.3015168, 0.05513262, -0.02921607, 0.2252473, 0.2252204, 0.2392529, 0.2392206
3.335191, 922.1906, -293.084, -28.30086, -0.3016173, 0.05522678, -0.02921438, 0.2289756, 0.2290089, 0.2389196, 0.2389582
